Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
Calum Brannan,Entrepreneur,,5,2,150,United Kingdom,"With over $10 million raised in venture and debt funding across three distinct businesses: About me • Founded, grew and exited the UK's largest digita...","Fundraising, Pitch Deck, Property, Proptech, Mentoring, Coaching",No,Yes,,https://mentorcruise.com/mentor/calumbrannan/?queryID=4f48a8aec569f14373c20dc75a59b46c&source=search
Alessandro Vozza🇳🇱,"CNCF Ambassador, Trainer",Lovelace Engineering,5,1,240,Netherlands,"Community leader and CNCF ambassador, Alessandro has spent the last few years building cloud native infrastructures for Microsoft customers, animating...","Kubernetes, Cloud Computing, Infrastructure, Cloud Infrastructure, Azure, AWS",No,Yes,,https://mentorcruise.com/mentor/alessandrovozza/?queryID=4f48a8aec569f14373c20dc75a59b46c&source=search
Rebeca Durán Stewart🇮🇪,Senior UX & CRO Consultant and Director @ UX and Why | ex-Google,,4,1,260,Ireland,"With over 15 years of experience in UX and digital marketing, including 6 years in Google as a UX consultant where I worked with over 200 clients and ...","User Experience, User Experience Design, Conversion Rate Optimization, User Research, User Testing, AB Testing",No,Yes,,https://mentorcruise.com/mentor/rebecaduranstewart/?queryID=4f48a8aec569f14373c20dc75a59b46c&source=search
Tolulope Ayeni🇫🇷,Product Director,AmexGBT,5,8,120,France,"Hello Mentee, Are you - looking for guidance in your product management career? - looking to tackle specific product challenges at work? - making a sh...","Product Management, People Management, ERP, Team Leadership, SaaS, eCommerce",No,Yes,,https://mentorcruise.com/mentor/TolulopeAyeni/?queryID=4f48a8aec569f14373c20dc75a59b46c&source=search
Lucia Ziyuan Wang,Lead Innovation Designer & Trainer,Venturely,3,1,180,United Kingdom,"As a seasoned product designer with deep expertise in the FinTech industry, I bring a unique blend of empathy, dynamism, and articulate communication ...","User Experience, UX Design, User Interface Design, Product Design, Design Thinking, UX Research",No,Yes,,https://mentorcruise.com/mentor/luciaziyuanwang/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Denis Salnikov🇵🇱,Agile Coach & Consultant,Agile Expat,5,2,90,Poland,"Denis Salnikov is a certified Scrum Master, Kanban Coach & Agile Coach actively consulting, coaching, mentoring, and teaching cross-functional develop...","Agile, Scrum, Kanban, LeSS, Organisation Design, Change Management",No,Yes,,https://mentorcruise.com/mentor/denissalnikov/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
André Casal🇵🇹,Senior Design Engineer,andrecasal.com,5,2,240,Portugal,"I'm a full-stack web developer with 18 years of experience. A ""design engineer"" is someone with skills in both design and web development and usually ...","Design Engineer, App Design, Full-Stack Web Dev, Full-Stack Web Development, Full Stack Web Development, Software Engineer",No,Yes,,https://mentorcruise.com/mentor/andrcasal/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Stelios Tigkas,Head of Information Security,Solutionlab,5,24,0,Greece,"Hello w0rld! I am an information security geek with more than twenty years of experience in the field as a penetration tester, technical consultant, a...","Penetration Testing, Social Engineering, Anonymity, OSINT, OWASP, Greenbridge",No,Yes,,https://mentorcruise.com/mentor/steliostigkas/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Erin Chuah,"Product Strategist | Strategy Career Coach | Ex-Revolut, ByteDance, Bain",,5,2,360,United Kingdom,I help consumer technology startups find product market fit and drive scale. With almost 10 years of experience in product and business strategy in hy...,"Product Strategy, Business Strategy, Product, Business Growth, Career Growth, Investing",No,Yes,,https://mentorcruise.com/mentor/erinchuah/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Lisa Gao🇳🇱,CEO of Midaspay Europe @ Tencent,,5,2,480,Netherlands,"I'm Lisa, currently serving as the CEO and board member of a Dutch licensed fintech company, which is the payment arm of Tencent Gaming. Alongside thi...","Coaching, Business Strategy, Leadership, FinTech, Public Speaking, Communication",No,Yes,,https://mentorcruise.com/mentor/lisagao/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Marco Suma🇮🇹,Engineering Manager | Italy @ Remote,MongoDB | Ex-Meta | Ex-Google | Ex-Amazon,5,6,120,Italy,"👋 Hi everyone! I am a Senior Software Engineer that worked in some of the most important tech companies, including Amazon, Google and Meta. I have a ...","Software Engineering, Leadership, Interview, Career, Distributed Systems, Coding",No,Yes,,https://mentorcruise.com/mentor/marcosuma/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Francisco Campos🇵🇹,Chief Operating Officer,Onport - Farfetch Group,5,2,240,Portugal,"Hi! I'm Francisco Campos, COO at Onport - Farfetch Group. We do Retail Marketplace technology operating a SaaS business model. I joined Onport as firs...","Management, Operations, Business, Leadership, SaaS, Marketplaces",No,Yes,,https://mentorcruise.com/mentor/franciscocampos/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Nick Groeneveld🇳🇱,Lead UX and Product designer,The Designer's Toolbox,5,1,120,Netherlands,"I’m Nick, a Lead UX & Product designer from the Netherlands. With my visual design background, I design apps, websites, and services that look and wor...","UX Design, UI Design, UX Research, UX Strategy, Product Design, Design",No,Yes,,https://mentorcruise.com/mentor/nickgroeneveld/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Abdulla Alshahri🇩🇪,Product and Strategy Consultant,Startups,5,4,30,Germany,Hi👋 I'm a certified Product Manager with more than 10 years of experience. I have developed a wide range of projects for leading businesses or instit...,"Product Management, MVP, Business Development, Strategy, Discovery, Startup",No,Yes,,https://mentorcruise.com/mentor/abdullaalshahri/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Mo Takbiri🇳🇱,Engineering Technical Lead,Klue,5,1,120,Netherlands,"Hi 👋 I am Mo. As a Senior Software Engineer, I work with a talented team of engineers and designers to build scalable applications. I have over 8 yea...","Frontend Development, Fullstack Development, Productivity, Career Growth, Immigration, React",No,Yes,,https://mentorcruise.com/mentor/mohammadtakbiri/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Matteo Tonarelli🇪🇸,Regional Vice President,Salesforce,0,0,180,Spain,"My name is Matteo, I worked for 7 years at Google, first as a New Business Account Executive, then as the Manager for the Iberian New Business Sales t...","Management, Sales, Business Development, Business Operations, Career Growth, Career Coaching",No,Yes,,https://mentorcruise.com/mentor/matteotonarelli/?queryID=46eb4220eb586287f0cbc643d8c1dda1&source=search
Ahmet Gyger🇫🇷,Senior Director Product Management,"Domino Data Lab (ex Microsoft, ex Apple, ex Salesforce)",4,1,300,France,"Senior Director of product management at Domino Data Lab, the leading enterprise MLOps Platform. Leading product for the data science organization. Pr...","AI, Product Management, SaaS, Natural Language Processing, B2B, Data Science",No,Yes,,https://mentorcruise.com/mentor/ahmetgyger/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Mustafa Karakus🇳🇱,Engineering Manager,Backbase,0,0,150,Netherlands,"As an Engineering Manager with over 12 years of experience in software development, I bring a wealth of expertise in building impactful mobile and web...","Public Speaking, Interview, Roadmap, Growth, Career Growth, Clean Code",No,Yes,,https://mentorcruise.com/mentor/mustafakarakus/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Jason Jung,"Sr Client Partner, UK Sports Lead",TikTok,0,0,20,United Kingdom,LL.M. Law graduate with over a decade of global work experience. Named to the Forbes 30 Under 30 Europe Sports & Games list & recognised as a Sport In...,"Go To Market, Sales, Enterprise Sales, Business Development, Digital Marketing, Digital Marketing Strategy",No,Yes,,https://mentorcruise.com/mentor/jasonjung/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Ranju Kumari,Software engineer,Barclays Investment bank,0,0,240,United Kingdom,"Hello! With more than 10 years, I am an experienced software developer whose main area of expertise is Python, C++, Linux, Agile, Design patterns, Had...","C++, Python, Big Data, Scrum, Software Engineer, Agile",No,Yes,,https://mentorcruise.com/mentor/ranjukumari/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Marina Carbone,"Senior Marketer, Startup Advisor & Mentor",,5,6,290,United Kingdom,"Hey, I'm Marina. Over the course of my career, I've experienced marketing from most angles, working with bootstrapped & VC/PE backed startups & scaleu...","Marketing Strategy, Product Marketing, Go-to-Market Strategy, Content Marketing, Demand Generation, Team Building",No,Yes,,https://mentorcruise.com/mentor/marinacarbone/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Valentino Pellegrino🇮🇹,Senior Software Engineer,,5,2,240,Italy,I really believe in artistic side of clean code. I am passionate about everything concerns designing system architectures. I am a Full Remote Software...,"JavaScript, Typescript, Frontend, Web Development, Java, React",No,Yes,,https://mentorcruise.com/mentor/valentinopellegrino/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
David Dixon,App Development Consultant / Senior iOS Developer,,5,1,240,United Kingdom,"Are you a founder or product manager creating a mobile app idea, building an app development team or a developer looking to start or grow your career?...","Mobile Apps, Mobile Development, Mobile Design, Mobile, App, App Design",No,Yes,,https://mentorcruise.com/mentor/daviddixon/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Matheus Tait🇪🇸,Managing Director [Spanish/English/Portuguese],Thoughtworks,5,1,200,Spain,"Hi, I'm Matheus. As an introvert who has navigated the complexities of leadership authenticity and imposter syndrome, I understand the unique challeng...","Career Development, Career Transition, Leadership, Job Search, Innovation, High Performance Teams",No,Yes,,https://mentorcruise.com/mentor/matheustaitlima/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Thomas Mason,Chief Product Officer,a startup studio,5,1,120,United Kingdom,"I am a Product Management leader and startup professional offering advice and coaching to get into, or progress in, product roles and startups. I have...","Product Management, Product Strategy, UX & Design, Agile, Lean Startup, Scrum",No,Yes,,https://mentorcruise.com/mentor/thomasmason/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Mehdi Tassoumt,Software Engineer,Apply Creatures,5,2,120,United Kingdom,"⩤ ⴰⵎⵢⴰ Who are you? ⩥ ~𐦊𐦊𐦊𐦊𐦊𐦊𐦊~ Software Engineer and architect with web3 experience, open source software and decentralized stacks. Having a w...","JavaScript, Architecture, Typescript, CSS, Web Development, NodeJS",No,Yes,,https://mentorcruise.com/mentor/mehditassoumt/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
CHARAF EL BELLAI🇫🇷,Chief Revenue Officer (CRO),,5,1,180,France,"From 0 to successful because I know how to sell, What you want are results! Now! Right now I am the VP of Sales and Marketing for LATRO (Telecommunica...","Sales, Negotiation, Business & Management, Business Development, Entrepreneurship, Founder",No,Yes,,https://mentorcruise.com/mentor/charafelbellai/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Nicholas Gollop,Senior Revenue Operations Executive | GTM Strategy Advisor,,5,4,240,United Kingdom,I am a RevOps and GTM Strategy professional with almost 15 years experience and 10 as a consultant. I worked at large companies like Salesforce and Th...,"Revenue, Go To Market, Technology, SaaS, Hiring, Software",No,Yes,,https://mentorcruise.com/mentor/nicholasgollop/?queryID=5fcaaff43a3662792dff308cc44f58b6&source=search
Neil Cocker,CEO,http://www.neilcocker.com/testimonials,5,3,240,United Kingdom,"I help early stage entrepreneurs fail less often, and grow more quickly - if you don't feel like I've added value, and saved you time and money, I'll ...","Validation, Marketing, Problem Discovery, Customer Conversations, Growth Marketing, Startup",No,Yes,,https://mentorcruise.com/mentor/NeilCocker/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Nicola Croce,"Product Manager, AI",,0,0,150,United Kingdom,"Previously at: - AI Product Manager at Synthesia (London): a London-based startup ($90M Series C, Unicorn 🦄) building a Generative AI-based video con...","Startup, Robotics, Product Management, Program Management, Entrepreneurship, Career_in_Tech",No,Yes,,https://mentorcruise.com/mentor/NicolaCroce/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Ibrahim Halfaoui🇩🇪,AI Expert consultant,TÜV SÜD,0,0,300,Germany,I am ibrahim Halfaoui AI expert consultant at TÜV SÜD. I was head of machine learning at Fadata Group Ltd and senior deep learning researcher at HUAWE...,"Artificial Intelligence, Machine Learning, Entrepreneurship, Deep Learning, Innovation, Digital Transformation",No,Yes,,https://mentorcruise.com/mentor/ibrahimhalfaoui/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
João Cruz🇵🇹,Marketing Manager / Global Demand Generation,Autodesk,0,0,240,Portugal,"If you are looking to grow with a balanced dose of challenge and certainty, or if you find you or your business are in need of a fresh approach driven...","Marketing, Business Strategy, Marketing Strategy, Design Strategy, Sales, Product Marketing",No,Yes,,https://mentorcruise.com/mentor/joaocruz/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Jalal Mammadzada,VP Product Development,J.P. Morgan,0,0,360,United Kingdom,"9+ years of experience in Investment Banking, Wealth Management, IT & FinTech industry primarily within Product Development, Strategy, Data & Analytic...","Product, Product Management, Product Strategy, Product Design, Product Development, Product Marketing",No,Yes,,https://mentorcruise.com/mentor/jalalmammadzadaOH/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Greg Takats🇭🇺,Software Developer,"Fortune 100 company, also a freelance tutor",5,2,170,Hungary,Do you want to... * switch to IT from another profession? * study the basics of Machine Learning and AI? * use your programming skills for a meaningfu...,"Java, Python, Job Seeking (Developer), Backend, Interviewing, Machine Learning",No,Yes,,https://mentorcruise.com/mentor/GregTakats/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Antonio Gonzalez🇪🇸,Group Product Manager,Time Doctor,5,2,60,Spain,"Are you an aspiring or junior Product Manager hungry for growth? Let’s elevate your skills to the next level! I’m Antonio Gonzalez, a seasoned Product...","Product Management, Product Strategy, Product Development, Product, Product-Led Growth, Strategy",No,Yes,,https://mentorcruise.com/mentor/antoniogonzalezsanchis/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Nick Kyrkewood,Head of Engineering,zeroheight,5,2,300,United Kingdom,"👋 Hi, I'm Nick. I'm an experienced engineering leader in startups, but with a decent amount of enterprise-scale tech experience too. I really enjoy m...","Agile Methodologies, Career Development, Culture, Design Systems, People Management, Emotional Intelligence",No,Yes,,https://mentorcruise.com/mentor/nickkyrkewood/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Alex Garner,Founder,TrialCanopy,5,2,360,United Kingdom,"Product management is hard! The trick, knowing what product management skillset you need to pull out at any given moment. Let's talk through the probl...","Agile Methodologies, Career Development, Emotional Intelligence, Experimentation Process, Go To Market Strategy, Strategy",No,Yes,,https://mentorcruise.com/mentor/alexgarner/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Marion Trigodet🇩🇪,Learning & Edtech Consultant,,5,1,300,Germany,"Hello! I’m a 10-year experienced Edtech Professional - tackling challenges related to learning products, learning strategy, learning experience, Edtec...","Learning, Product Management, Product Strategy, Education, EdTech",No,Yes,,https://mentorcruise.com/mentor/mariontrigodet/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Michelle Szaraz,Strategy / Delivery Lead  & Founder,dxw & (Extra)ordinary Tech Stories,5,1,180,United Kingdom,Hi! I'm Michelle - a multi-hat wearing non-techie in tech who's passionate about helping people maximise their personal and career potential. I'm flex...,"Delivery, Career Transition, Career In Tech, Portfolio Career, Digital Delivery, Agile",No,Yes,,https://mentorcruise.com/mentor/michelleszaraz/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Veit Josef Schneider🇩🇪,UX Design & Product Management Tutor,CareerFoundry,5,1,80,Germany,"Hi 👋, I'm Veit and I bring 16+ years of experience working in the creative industry, on numerous web / video / audio projects and leading an interdis...","UX Design, Wireframing, Prototyping, Information Architecture, User-Centered Design, Research",No,Yes,,https://mentorcruise.com/mentor/VeitJosefSchneider/?queryID=fa33683acdedaa02cbbdc9725815ff39&source=search
Kirill Markin🇳🇱,"Founder, Head of AI Lab, Mentor","ozma.io, SOAX, Founder Institute, MassChallenge",5,1,260,Netherlands,"- For founders: Startup First Steps, MVP, Sales, Scaling, AI, LLM - For companies: AI, LLM, Dashboards, Business Automation, CRM/ERP - For engineers: ...","Startup, AI, LLM, Product, Career, Leadership",No,Yes,,https://mentorcruise.com/mentor/kirillmarkin/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Roman Dahl🇩🇪,"Executive Leadership & Performance Coach | formerly @ Google, DeepMind, McKinsey, BCG, ATAI",,5,1,360,Germany,"Roman is a seasoned leader and coach having worked in executive roles at Google, DeepMind, McKinsey, and others. Most recently he was Vice President o...","Strategy, Coaching, Operations, People Management, Entrepreneurship, Development",No,Yes,,https://mentorcruise.com/mentor/romandahl/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Frederick Tubiermont,Serial entrepreneur - consultant,CMF,0,0,240,United Kingdom,Become a mentee if you're looking for: - Ideas Validation (honest feedback); - Go To Market Strategy; - Programmatic SEO tips; - Python coding tips; -...,"Growth Hacking, Facebook Advertising, SEO, SEM, Growth Tactics, Google Advertising",No,Yes,,https://mentorcruise.com/mentor/fredericktubiermont/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Rafaela Azevedo,TechFounder | Tech Career Development | Web3 | Blockchain | QA | Test Automation,The Chaincademy,0,0,350,United Kingdom,"Current CEO and Founder at The ChainAcademy, with the mission to bring more people to the Web3 community. SC Cleared Full Stack SDET with +16 years of...","Web3, Communication, Testing, Career, Career Growth, Software Engineering",No,Yes,,https://mentorcruise.com/mentor/rafaelaazevedo/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Jon Spruce,Agile Coach,,0,0,240,United Kingdom,"From the silos of fast-paced media companies to the enormous complexity of financial and regulated defence institutions, I support agile adoption thro...","Scrum, Agile Development, Scrum Master, Lean, Coaching, Mentoring",No,Yes,,https://mentorcruise.com/mentor/jonspruce/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Lea Skrinjar🇷🇸,Founder & Product strategy consultant,Pax6 Design Consulting,0,0,210,Serbia,"I'm a seasoned Product Strategy Consultant and the Founder of Pax6 Design Consultancy, with a decade of experience under my belt. Having served as a p...","Product Strategy, Product Discovery, Idea Validation, MVP, Information Architecture, User Experience",No,Yes,,https://mentorcruise.com/mentor/leaskrinjar/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Mike Thomas,Global Head of Revenue Operations | ex-McKinsey | ex-Microsoft | Angel Investor,,0,0,360,United Kingdom,I am a seasoned mentor and angel investor with 10+ years in the software industry. I focus on mentoring software business professionals and aspiring t...,"Growth, B2B, Partnerships, Scale, Sales, SaaS",No,Yes,,https://mentorcruise.com/mentor/michaelthomas/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Vladimer Botsvadze,Advisory Board Member,United States Artificial Intelligence Institute,0,0,360,Georgia,"Hi, I’m Vladimer Botsvadze! With over 15 years of global experience in marketing and digital transformation, I’ve had the privilege of being recommend...","Marketing, Social Media, eCommerce, Digital Transformation, Content Marketing, Sales",No,Yes,,https://mentorcruise.com/mentor/vladimerbotsvadze/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Wojtek Wala🇵🇱,Lead Partner,moge.bo,0,0,180,Poland,"I’m Wojciech Wala, a passionate HR leader with a diverse background across global FMCG, IT, and FinTech sectors. Over the years, I have held pivotal r...","Human Resources, Recruiting, Employee Relations, People Management, Career Advice, People Strategies",No,Yes,,https://mentorcruise.com/mentor/wojciechwala/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Navid Nazemian🇦🇪,Executive Transition Coach,Navid Nazemian Executive Coaching FZCO,0,0,350,United Arab Emirates,"I am an award winning, ICF accredited Executive Coach. I help leaders build successful and fulfilling careers by maximising their leadership impact, b...","Career Coaching, Career Coach, Career Growth, Career Development, Career Planning, Leadership",No,Yes,,https://mentorcruise.com/mentor/navidnazemian/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Saket Tosh🇩🇪,Senior Director | Marketing and product,,0,0,50,Germany,"With over a decade of experience spanning four countries, I've mastered the art of turning customer insights into measurable impact. As a MarTech lead...","Crm, Growth, Job Interview, Mobile Marketing, Product Marketing, Career",No,Yes,,https://mentorcruise.com/mentor/sakettoshniwal/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Sid Kathirvel,Fractional CMO / Growth Officer / Marketing Director,Unlock Growth,0,0,180,United Kingdom,"I partner with ambitious startups to achieve growth by prioritising strategy over burning cash on wasteful tactics. 🎯vs💸 Sid Kathirvel, with 24 year...","Strategy, Growth, Marketing, Startup, Coaching, Team Leadership",No,Yes,,https://mentorcruise.com/mentor/sidkathirvel/?queryID=201ed06c3dcf8ca90993ec3d3a236760&source=search
Marie Dedikova🇩🇪,Senior Software Engineer,Thoughtworks,0,0,140,Germany,As a self-taught programmer from poorer social background I learnt the hard way what working in tech can be as a woman. I applied to 50 jobs in only 5...,"Leadership, Team Leadership, Soft Skills, Growth, Career Growth, Career Development",No,Yes,,https://mentorcruise.com/mentor/mariededikova/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Tom Jepson,Person-centric coaching for self-employed & freelance creatives,Tom Jepson Creative,0,0,350,United Kingdom,Hi there. I'm Tom. I'm a coach for kick-ass creative folks and also a UX designer with over a decade of practical experience under my belt. I know qui...,"Freelancing, Communication, Coaching, Business, Networking, Stakeholder Management",No,Yes,,https://mentorcruise.com/mentor/tomjepson/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Joeri Van Cauteren🇧🇪,Owner,joeri.vc,0,0,240,Belgium,Are you trying to grow personally or professionally? Any struggles along your path? Have you noticed that being able to draw on a different perspectiv...,"Strategy, Product Strategy, Entrepreneurship, Productivity, Business & Management, Product Management",No,Yes,,https://mentorcruise.com/mentor/joerivancauteren/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Francesco Strazzullo🇮🇹,Chief Operating Officer,Claranet Italy,0,0,200,Italy,"Francesco Strazzullo is the COO of Claranet Italia, an IT services provider. He is passionate about software development and leadership and has transi...","Decision-Making, Engineering Management, Management, Team Leadership, Public Speaking",No,Yes,,https://mentorcruise.com/mentor/francescostrazzullo/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Luana Donetti🇮🇹,"Global UX Delivery Manager, Mentor",Cognizant.com,0,0,240,Italy,"I've been walking the UX & Design Thinking field for the last 12+ years, in different industries, projects, roles, Countries and...I know how difficul...","Career Growth, Career Guidance, Resume Critique, Portfolio Review, Ux Work Review, Career Development",No,Yes,,https://mentorcruise.com/mentor/luanadonetti/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Jeni Miles,Behavioural science & business consultant,ex-Google,0,0,240,United Kingdom,"Struggling to create an engaging, profitable, and planet-friendly app or digital service? I can help! Hi there 👋 I'm Jeni, an ex-Google Apps Growth C...","Behavior Change, Product Strategy, Business Growth, Digital Marketing Strategy, SaaS, EdTech",No,Yes,,https://mentorcruise.com/mentor/jenimiles/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Matt Dorahy,Snr Director - Product Engineering,"Visa, Funding Circle, Betfair",0,0,240,United Kingdom,"I'm Matt. I've been working as a senior leader in engineering, product and agile world for more than 20 years. I've worked in all types of businesses ...","Agile, Transformation, Engineering, Leadership, Engineering Management, Product Management",No,Yes,,https://mentorcruise.com/mentor/mattdorahy/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Hurman Gul,Senior Software Engineer,,0,0,350,United Kingdom,8+ year industry veteran with experience in working in multiple companies of different sizes and industries ! I have also worked with major cloud prov...,"Java, Spring Boot, Cloud, Database, AWS",No,Yes,,https://mentorcruise.com/mentor/hurmangul/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Sherif Waly,Senior Software Engineer,TheTradeDesk,0,0,120,United Kingdom,"Senior Software Engineer at theTradeDesk and ex-SWE-SRE at Google with competitive programming background. I have strong knowledge of Algorithms, data...","Algorithms, System Design, Distributed Systems, Cloud Infrastructure, C++, Python",No,Yes,,https://mentorcruise.com/mentor/sherifwaly/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Keith Bishop,CTO,Be Data Solutions,0,0,170,United Kingdom,"Since beginning my career in technology back in 1999, I have evolved from being a software developer and architect working in gaming and media with Ne...","Entrepreneurship, Startup, Scaling, Product Development, Cloud Computing, Lean Startup",No,Yes,,https://mentorcruise.com/mentor/keithbishop/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Jeff Gort🇳🇱,Product Manager,,0,0,60,Netherlands,Are you in search of a mentor who will be there to support you on your Product Manager journey? Look no further! I bring a unique approach to mentorin...,"Prod, Product Development, Agile, SQL, API, Stakeholder Management",No,Yes,,https://mentorcruise.com/mentor/jeffgort/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Alex Rainey,CEO,myaskai.com,0,0,350,United Kingdom,"Hi there, I'm Alex, a serial founder, product geek and builder. I've sold 4 businesses within the last 12 months and am currently the co-founder of my...","AI, Product Management, Product Development, Analytics, Fundraising, B2B",No,Yes,,https://mentorcruise.com/mentor/alexrainey/?queryID=c36c646360e958ec56a86fd76e75c436&source=search
Sharmilee Patel🇩🇪,Engineering Manager,Ex ReseachGate,0,0,70,Germany,"am a seasoned engineering leader with extensive experience across full-stack development, product management, and team building. My focus is on helpin...","Program Management, Engineering Management, Typescript, Conflict Resolution, Scaling Teams, Mobile Development",No,Yes,,https://mentorcruise.com/mentor/sharmileepatel/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Shazmin Jagot,"Senior Product/UX Designer | Mentoring Career Changers, Junior Designers & Business Owners",,0,0,120,United Kingdom,If you're looking for someone who's consulted in a range of environments from large global corporates to creative design studios & software houses wit...,"UX Strategy, UX Design, Product Design, Journey Mapping, Stakeholder Management, User Testing",No,Yes,,https://mentorcruise.com/mentor/shazminjagot/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Marina Borges🇳🇱,"former Chief Product Officer AI products, EY",,0,0,180,Netherlands,"With over a decade of experience in AI leadership and business strategy, I specialize in helping professionals and businesses bridge the gap between t...","Product Development, Artificial Intelligence, Business Strategy, Consulting, SaaS, Data Science",No,Yes,,https://mentorcruise.com/mentor/marinaborges/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Patricia Martins🇵🇹,Head of HR,Mozilla.ai,0,0,240,Portugal,"Helloo 👋 I'm Patricia, I'm the Head of People @ Mozilla.ai, an open source focused tech start up developing AI solutions for developers in the commun...","Team Leadership, People, Culture, Leadership Development, Agile, Compensation & Benefits",No,Yes,,https://mentorcruise.com/mentor/patriciamartins/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Riaz Kanani,CEO/Founder,Radiate B2B,0,0,290,United Kingdom,Hi! I'm Riaz. I have built and scaled multiple tech and agency companies including one that eventually exited to IBM. I have won multiple marketing aw...,"Business Operations, Business Strategy, Digital Marketing Strategy, Scaling Teams, People Management, Culture",No,Yes,,https://mentorcruise.com/mentor/riazkanani/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Frank Gessner🇩🇪,Chairman,INVAO,0,0,360,Germany,"Hi, I'm Frank Gessner, a serial entrepreneur, mentor and investor. After 3 decades of entrepreneurship with many ups and downs, building and scaling m...","Entrepreneurship, Entrepreneurs, Scaling, Business Growth, Personal Growth, Mentoring",No,Yes,,https://mentorcruise.com/mentor/frankgessner/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Fabrizio Cucci🇮🇪,Software Engineer,Meta,0,0,240,Ireland,"I'm full-stack engineer, entrepreneur and tech mentor. I work with early stage startups and founders as tech advisor and help developers to boost thei...","Software Engineering, Mentor, Interview, Career, Entrepreneurship, UX Design",No,Yes,,https://mentorcruise.com/mentor/fabriziocucci/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
